Datetime,Unix Timestamp,Text
6:46 AM - 10 Dec 2013,1386686795,#tram14: ends in piazzale Accursio (technical problem). Bus to the last stop of #ATM Cemetery #Milano
6:03 AM - 10 Dec 2013,1386684236,the last trains depart from two @ _ amber terminus at 0.17.
4:24 AM - 10 Dec 2013,1386678292,#bus55 > Loreto: ends in via Stradivari/Argentina. #bus56 > Loreto: ends in via Padova/Predabissi (manifestation). #ATM
3:05 AM - 10 Dec 2013,1386673522,#bus56: resumes the regular route with no hiccups after deviation for the event. #ATM #Milano
3:01 AM - 10 Dec 2013,1386673273,#bus56: deviates from via Padova/Predabissi at the terminus of piazzale Loreto (manifestation). #ATM #Milano
2:51 AM - 10 Dec 2013,1386672689,@dillonsdaughter Please note that the media surface and underground in Milan today are in regular service.
2:49 AM - 10 Dec 2013,1386672596,@ilostmyself__ #ATM public transport service will take place normally both on the surface and underground. Have a nice day.
2:30 AM - 10 Dec 2013,1386671436,#tram2: ends in Porta Genova (irregular parked cars). Connecting bus to the last stop Negrelli. #ATM #Milano
1:47 AM - 10 Dec 2013,1386668836,12/12: here is the #ATM service to get to the Forum for the final #XF7 http://bit.ly/1hJTS9A. #Milano
1:06 AM - 10 Dec 2013,1386666364,@giogi87 we suggest that you write to the form on our website http://bit.ly/WWEdnV, providing all the details in order to verify.
12:51 AM - 10 Dec 2013,1386665473,#bus63: change the route for three days (roadworks) http://bit.ly/1aOsU8n. #ATM #Milano
12:26 AM - 10 Dec 2013,1386663995,#bus50: delays (busy traffic between via Lorenteggio and Bolivar square). #ATM #Milano
12:18 AM - 10 Dec 2013,1386663510,#bus924: slowdowns (public transportation via Redecesio/Giotto in the town of Segrate). #ATM #Milano
12:17 AM - 10 Dec 2013,1386663437,#bus91: delays (traffic in viale Romagna/Piola). #ATM #Milano
11:28 PM - 9 Dec 2013,1386660525,#tram9 #tram33: resume regular route with no hiccups (technical problem solved). #ATM #Milano
10:28 PM - 9 Dec 2013,1386656931,#tram33 > Lambrate: deviates from via Filzi/Galvani on via Lazzaretto/Tunisia (technical problem). #ATM #Milano
10:01 PM - 9 Dec 2013,1386655300,Good morning from @atm_informa with you till 20 to update you on mobility in #Milano.
11:00 AM - 9 Dec 2013,1386615617,Back tomorrow with real time information on mobility in #Milano. Good evening from #ATM informs.
10:25 AM - 9 Dec 2013,1386613527,@giogi87 in these cases, validate the array in the electronic ticket. If you have a old 2 x 6 you can replace it at ATM points.
9:52 AM - 9 Dec 2013,1386611558,#bus76: resumes the regular route after turning for urgent jobs now concluded via Voltri/Lake Nemi. #ATM #Milano
8:22 AM - 9 Dec 2013,1386606128,From 10/12: #bus63 change the path from 9.30 to three days (roadworks) http://bit.ly/1aOsU8n. #ATM #Milano
8:12 AM - 9 Dec 2013,1386605547,#bus49: delays (traffic in piazzale Lotto). #ATM #Milano
7:59 AM - 9 Dec 2013,1386604759,#bus67: slowdowns (public transportation armed forces). #ATM #Milano
7:24 AM - 9 Dec 2013,1386602670,#bus94: slowdowns (road works in De Amicis Street). #ATM #Milano
7:12 AM - 9 Dec 2013,1386601971,Hello @simonagove you can find all information on the Radiobus district here: http://bit.ly/ILXybt 
4:35 AM - 9 Dec 2013,1386592531,#bus43: resumes the regular route with no hiccups after deviation for the event. #ATM #Milano
3:56 AM - 9 Dec 2013,1386590199,#bus90 #bus91 #bus92: slowdowns (event). #ATM #Milano
3:55 AM - 9 Dec 2013,1386590154,#bus43 > piazza Firenze: deviates from viale Lunigiana in via Pirelli. #bus82: deviates from piazzale Segrino in via Gioia (event). #ATM
3:05 AM - 9 Dec 2013,1386587127,#tram5: does not pass in via Marche (manifestation). #ATM #Milano
2:35 AM - 9 Dec 2013,1386585332,@sonia_pasqui thank you for taking the time to write. By checking the escalators to Loreto and Porta Venezia are now operational.
2:28 AM - 9 Dec 2013,1386584936,#bus86: slowdowns (manifestation in innovation). #ATM #Milano
1:34 AM - 9 Dec 2013,1386581698,#bus87: does not make stops in Viale dell'innovazione/Chapman v. innovation/Emanueli and v. innovation/Grayling (event).
12:56 AM - 9 Dec 2013,1386579406,@laurapezzino on line there are no significant slowdowns. The movement of surface transport and metro you participate.
12:24 AM - 9 Dec 2013,1386577477,#tram7: resumes the regular route with no hiccups after turning for parked cars without authorisation. #ATM #Milano
12:16 AM - 9 Dec 2013,1386576988,#tram7: ends in Mall lyrics/fleas (irregular parked cars). Connecting bus to the terminus precooked. #ATM #Milano
10:12 PM - 8 Dec 2013,1386569573,#bus76 > Neighborhood Teramo: deviates from via Voltri to via Mazzolari (urgent works in via Voltri/Lago di Nemi). #ATM #Milano
10:00 PM - 8 Dec 2013,1386568858,Good start of week from @atm_informa. We keep you informed with updates of infomobility services up to 20. Follow us. #ATM #Milano
11:00 AM - 8 Dec 2013,1386529238,Good evening from #ATM informs. Tweets on mobility come back tomorrow at 7. #Milano
9:50 AM - 8 Dec 2013,1386525040,@GianlucaOM good evening #ATM service will take place regularly.
9:31 AM - 8 Dec 2013,1386523869,Tomorrow from 9.30: #bus95 change the location for about a week (roadworks piazzale Segesta) http://bit.ly/Iq420h. #ATM
8:23 AM - 8 Dec 2013,1386519830,#bus61: delays (busy traffic in piazzale Cadorna). #ATM #Milano
7:48 AM - 8 Dec 2013,1386517712,Info on tickets and services #ATM for #artigianoinfiera: http://bit.ly/1ewfeCT. @artigiano_fiera
7:12 AM - 8 Dec 2013,1386515548,#Inter-#Parma: here is the #ATM service planned for tonight's game at San Siro http://bit.ly/1eVhhRe. #SerieA #Milano
6:57 AM - 8 Dec 2013,1386514663,#tram5: slowdowns (technical glitch in a car now resolved). #ATM #Milano
5:53 AM - 8 Dec 2013,1386510809,#tram7: resumes the regular route between Ca'Granda/lyrics-lyrics/Santa Monica with no hiccups (collision between individuals). #ATM #Milano
5:19 AM - 8 Dec 2013,1386508791,#tram7 > Precooked: ends in Ca'Granda/texts #tram7 > Messina: lyrics/Santa Monica (collision between individuals). The bus is not covered. #ATM
3:13 AM - 8 Dec 2013,1386501196,@McCoppeto follow in the coming days our account or the http://bit.ly/infotraffico page where we publish all the info on tickets.
2:58 AM - 8 Dec 2013,1386500310,#tram9 > main station: resumes the regular route with no hiccups after turning for work on the overhead wire. #ATM #Milano
2:07 AM - 8 Dec 2013,1386497253,#tram15 > Rozzano: deviates between p.za Missori and Piazzale di Porta Lodovica (work on the overhead wire). Bus service in the journey not flown.
1:08 AM - 8 Dec 2013,1386493726,@WMegH in case of strikes we keep you up to date with all official communication. We invite you to follow us.
11:30 PM - 7 Dec 2013,1386487829,#bus201 #bus328: change the path to Rozzano on Sundays in December (folklore) http://bit.ly/Iuinbm. #ATM
11:00 PM - 7 Dec 2013,1386486029,#bus700: change the path in Sixth until about 22 (traditional festival in viale Marelli) http://bit.ly/18jdDMw. #ATM
10:00 PM - 7 Dec 2013,1386482426,Good Sun #ATM informs. Contact us today if you want real-time information on mobility in #Milano.
12:48 PM - 7 Dec 2013,1386449312,See you tomorrow. #M2 resumes normal movement (after suspension between Garibaldi and C for attempted suicide). #ATM
12:48 PM - 7 Dec 2013,1386449297,#M2 is now operating with a good service to all destinations. All stations have re-opened and trains are stopping as normal. #ATM
11:51 AM - 7 Dec 2013,1386445871,#M2: a good service is gradually resuming to all destinations with minor delays. #ATM
11:49 AM - 7 Dec 2013,1386445755,#M2: resumes gradually the circulation across the Board with possible delays. #ATM #Milano
11:42 AM - 7 Dec 2013,1386445339,#M2: service between Garibaldi and C is about to resume (10 minutes). Updates to follow. #ATM
11:40 AM - 7 Dec 2013,1386445258,#M2: you are about to resume movement between Garibaldi and C (about 10 minutes). Follow updates. #ATM
11:31 AM - 7 Dec 2013,1386444712,#M2: no service btw Garibaldi-Caiazzo. If you're travelling on #M1 and need to commute on #M2 please change at Loreto instead of Cadorna.
10:58 AM - 7 Dec 2013,1386442726,@matteo_dibella trains run from Garibaldi towards Assago/Abbiategrasso and from Caiazzo to Cologno/Gessate with no hiccups.
10:51 AM - 7 Dec 2013,1386442262,#M2: suspended between Garibaldi and Caiazzo (attempted suicide). Ongoing investigations by the authorities. Follow updates. #ATM
10:41 AM - 7 Dec 2013,1386441709,#M2 suspended between Garibaldi and C. If travelling on #M1 from Rho Fiera or from downtown and you're heading to Cologno/Gessate changed to Loreto.
10:28 AM - 7 Dec 2013,1386440893,#M2: suspended between Garibaldi and C. Info to http://www.atm.it/it/ViaggiaConNoi/InfoTraffico/Pagine/Ultimora-LineaM2circolazionesospesatraCaiazzoeGaribaldiFS.aspx page .... Follow updates. #ATM
10:13 AM - 7 Dec 2013,1386439989,@Maricler #M2 is suspended between Garibaldi and Caiazzo to allow relief efforts to a suicide attempt. In which station you are?
10:01 AM - 7 Dec 2013,1386439265,#M2: no service btw Garibaldi and Caiazzo (suicide). If you are travelling from Rho Fiera to centerpiece please change at Duomo and use #M3.
9:46 AM - 7 Dec 2013,1386438375,@specchionero we're paying aid for an attempted suicide. Follow updates.
9:44 AM - 7 Dec 2013,1386438251,#M2: no service btw Garibaldi-Caiazzo. Bus service btw stations involved. Delays on the rest of the line. Please use Loreto to change to #M1
9:42 AM - 7 Dec 2013,1386438137,#M2: suspended between Garibaldi and C. Bus link is broken. Traffic delays on the rest of the line. For #M1 changed to Loreto.
9:32 AM - 7 Dec 2013,1386437547,#M2: suspended between Garibaldi and Caiazzo (attempted suicide). If you're heading to Central from Rho fiera or change in Duomo and used #M3
9:25 AM - 7 Dec 2013,1386437117,#M2: no service between Garibaldi and C. If you are travelling on #M1 from RhoFiera/centre please change at Loreto to commute to #M2.
9:20 AM - 7 Dec 2013,1386436858,#M2: suspended between Garibaldi and Caiazzo (attempted suicide). If travelling on #M1 from RhoFiera and Center for Cologno/Gessate #M2 changed to Loreto
9:14 AM - 7 Dec 2013,1386436496,@Writers_Readers @diavolettomi the circulation was suspended for a suicide attempt. Rescue operations are going on.
9:09 AM - 7 Dec 2013,1386436162,#M2: suspended between Garibaldi and Caiazzo (person on the tracks). 17 bus connecting the stations is broken. #ATM #Milano
9:07 AM - 7 Dec 2013,1386436069,#M2: no service between Garibaldi and Caiazzo (person on tracks). Please use #M3 to Centrale FS from Duomo (#M1 interchange). #ATM
9:01 AM - 7 Dec 2013,1386435669,#M2: no service between Garibaldi and C. Buses connecting stations involved. Delays on the rest of the line. Updates to follow. #ATM
8:49 AM - 7 Dec 2013,1386434975,#M2: movement suspended between Garibaldi and C. On other sections of track trains with no hiccups. #ATM #Milano
7:57 AM - 7 Dec 2013,1386431860,#bus61: delays (busy traffic in via Tivoli/piazzale Cadorna). #ATM #Milano
5:05 AM - 7 Dec 2013,1386421539,#tram1: Edit route and stops to end service (closed ways for the first of the scale) http://bit.ly/19gyErr. #ATM #Milano
3:06 AM - 7 Dec 2013,1386414401,#artigianoinfiera: all about tickets and #ATM services to reach Rho until tomorrow 8/12 http://bit.ly/1ewfeCT. @artigiano_fiera
2:24 AM - 7 Dec 2013,1386411867,8/12 till tomorrow: #tram4 #bus57 #bus58 #bus94 #busNM2 #busN6 change the path (fair of the Oh Bej Oh Bej) http://bit.ly/1eS8v79.
1:25 AM - 7 Dec 2013,1386408323,#tram1: changing the path from approximately 13 (streets are closed to traffic for the first of the scale) http://bit.ly/19gyErr. #ATM #Milano
10:26 PM - 6 Dec 2013,1386397596,@ La_Leti @BambolaSimona good Saturday. We inform you that on 9/12 surface transport and metro will circulate regularly in Milan.
10:01 PM - 6 Dec 2013,1386396062,Good Saint Ambrose. Follow us today and tomorrow to be updated in this eventful weekend in #Milano http://bit.ly/IFVjqi.
11:01 AM - 6 Dec 2013,1386356479,See you tomorrow. Join us this weekend appointments to #Milano tweeting updates from 7 at 20: http://bit.ly/IFVjqi. #ATM
9:18 AM - 6 Dec 2013,1386350302,@ValeriaPrati tomorrow at the various events of the weekend will be in force Saturday hours. More info here: http://bit.ly/IFVjqi.
9:14 AM - 6 Dec 2013,1386350072,#tram4 #bus70: delays (busy traffic in different areas of the city). #ATM #Milano
8:52 AM - 6 Dec 2013,1386348771,#Inter-#Parma: here is the #ATM service planned for Sunday night's game at San Siro: http://bit.ly/1eVhhRe.  #SerieA #Milano
8:29 AM - 6 Dec 2013,1386347397,#bus95: slowdowns (heavy traffic in the area of Antonini/Cermenate). #ATM #Milano
7:56 AM - 6 Dec 2013,1386345419,This @iNaz26 is from you indicated you can use a 2 x 6 weekly rollup U + 1 area. More info here http://bit.ly/16m0PIC.
7:03 AM - 6 Dec 2013,1386342224,#tram12 #tram19: resume regular route with no hiccups after diversion. #ATM #Milano
6:54 AM - 6 Dec 2013,1386341646,#tram12: ends at piazza Castelli. #tram19: ends in piazzale Accursio (accident). Connecting bus up to Roseanne. #ATM #Milano
5:47 AM - 6 Dec 2013,1386337639,#bus90 #bus91: some cars deviate in Tertullian/Viale Umbria and resume regular in pza Caiazzo (brownout). #ATM
5:46 AM - 6 Dec 2013,1386337609,#bus93 > Homer: ends in via Gorini; #bus93 > Lambrate: ends in vle Molise (brownout). Between Garth and Viale Molise.
5:25 AM - 6 Dec 2013,1386336304,@emilietto changes to the lines affected by the work between piazza Emilia, piazza Grandi ending today: http://bit.ly/1ceHqHi.
5:06 AM - 6 Dec 2013,1386335170,#tram33 > Lunigiana: deviates from viale Tunisia/Lazaretto in via Filzi/Galvani (shock among others). Bus services in the journey not flown. #ATM
5:05 AM - 6 Dec 2013,1386335127,#tram9 > Centrale: deviates from via Vittorio Veneto/Lazaretto at IV Novembre (shock among others). Connecting bus into the journey not flown.
3:00 AM - 6 Dec 2013,1386327624,#tram5: resumes the regular route with no hiccups after turning for a collision between private individuals. #ATM #Milano
2:57 AM - 6 Dec 2013,1386327468,#tram12 #tram14: slowdowns (aid to a passenger). #ATM #Milano
2:56 AM - 6 Dec 2013,1386327399,#bus90 #bus91: resume regular route between piazzale Brescia and piazzale Zavattari with no hiccups. #ATM #Milano
2:55 AM - 6 Dec 2013,1386327353,#tram5 > Ospedale Maggiore: deviates from viale Tunisia in via Filzi (collision between individuals). Alternatively #tram1 and #bus60. #ATM #Milano
2:35 AM - 6 Dec 2013,1386326125,@ciliegia70 Hi I am currently possible traffic delays on the line for regularization of frequency.
2:27 AM - 6 Dec 2013,1386325649,#bus90 #bus91: do the stops on side lane between Piazzale Brescia and p. the Zavattari (collision between individuals). #ATM #Milano.
2:05 AM - 6 Dec 2013,1386324306,@rizabismonte Yes means following the normal hours for the whole day.
1:53 AM - 6 Dec 2013,1386323583,Hello @lucademin you can receive details by submitting your inquiry here: http://bit.ly/WWEdnV.
12:39 AM - 6 Dec 2013,1386319174,@RG_Swiss good morning tomorrow Saturday hours will apply. You will find the info on services #ATM this weekend on http://bit.ly/IFVjqi.
12:15 AM - 6 Dec 2013,1386317714,@Ely_gracy it was necessary to regulate the influx of passengers on the docks for the overcrowding.
12:07 AM - 6 Dec 2013,1386317261,@VallyBasso Hi the strike was lifted means circulating all day: http://bit.ly/1gabomQ.
12:06 AM - 6 Dec 2013,1386317186,@alicebariselli good morning it was necessary to adjust the flow on the docks because of crowding.
12:00 AM - 6 Dec 2013,1386316825,@piccolastellaxx slowed movement across the Board for a technical problem now solved we apologize for the inconvenience.
11:47 PM - 5 Dec 2013,1386316051,#M1: the circulation resumes in all directions with no hiccups after suspension for technical problem to a train. #ATM #Milano
11:41 PM - 5 Dec 2013,1386315666,@Ely_gracy buses have been prepared for is interrupted. You can ask questions to the assistants to the customers (blue vest).
11:35 PM - 5 Dec 2013,1386315314,@mennotiz we keep you updated in real time. Connecting buses are available you can ask the assistants to customers.
11:34 PM - 5 Dec 2013,1386315267,#M1: suspended between Rovereto and Loreto. 10 bus link is ask customer assistants. #ATM
11:34 PM - 5 Dec 2013,1386315251,@gennaro_daniele circulation is broken between Rovereto and Loreto on the rest of the line are possible delays.
11:26 PM - 5 Dec 2013,1386314803,@flipperinodoc the circulation of M1 is suspended between Rovereto and Loreto. We'll keep you updated.
11:24 PM - 5 Dec 2013,1386314656,@kinopoli71 sorry a technical glitch caused delays. When the circulation is suspended between Rovereto and Loreto.
11:21 PM - 5 Dec 2013,1386314475,#M1: movement suspended between Rovereto and Loreto (technical glitch in resolution). #ATM #Milano
11:12 PM - 5 Dec 2013,1386313939,#M1: the circulation suffers slowdowns in all directions (technical glitch in Loreto station). #ATM #Milano
10:43 PM - 5 Dec 2013,1386312183,@GiuliRipa Hi Please know that the strike was lifted on public transport in #Milano are in operation. Follow us we will update.
10:35 PM - 5 Dec 2013,1386311751,@vale_one20 it means in Milan circulate regularly throughout the day: http://bit.ly/1gabomQ.
10:14 PM - 5 Dec 2013,1386310461,@cristinalocate1 Hi Please know that it has been revoked: http://bit.ly/1gabomQ. Follow us to get updates on mobility.
10:07 PM - 5 Dec 2013,1386310058,@ciliegia70 good morning I can confirm that the strike was lifted means circulate regularly: http://bit.ly/1gabomQ.
10:04 PM - 5 Dec 2013,1386309845,Good morning. In #Milano local public transport strike was lifted means circulate regularly: http://bit.ly/1gabomQ.
11:06 AM - 5 Dec 2013,1386270397,See you tomorrow. Here are the services #ATM planned for this weekend: http://bit.ly/IFVjqi. @artigiano_fiera #OhBejOhBej #Milano
10:49 AM - 5 Dec 2013,1386269383,#tram5: resumes the regular route with no hiccups after turning for parked cars on the tracks. #ATM #Milano
10:42 AM - 5 Dec 2013,1386268966,@iko_aguero #tram27 the #tram23 path and deviate the #tram16 circulates with slowdowns for traffic in the Centre.
10:32 AM - 5 Dec 2013,1386268335,@iko_aguero some lines when they undergo a temporary change of location.
10:21 AM - 5 Dec 2013,1386267669,#tram27 > Hungary: deviates from pza Mazzini in V Giornate #tram23 > Lambrate: deviates from pza fountain at V Giornate. Bus routes not covered.
9:55 AM - 5 Dec 2013,1386266108,@widyblonde Yes the strike in Milan has been revoked. Underground and surface will be in regular service.
9:24 AM - 5 Dec 2013,1386264249,#bus94: deviates between Visconti di Modrone/Battisti and via Sforza/corso di Porta Vittoria. #ATM #Milano
9:10 AM - 5 Dec 2013,1386263458,#tram27 > VI Febbraio: deviates from piazza V Giornate to piazza Missori. The bus is not covered. #ATM #Milano
9:00 AM - 5 Dec 2013,1386262854,#bus68 > Bergognone: deviates from piazza Vesuvio via Foppa/California (car broke down). #ATM #Milano
8:55 AM - 5 Dec 2013,1386262508,@AlessandraRaina the strike scheduled for tomorrow 6/12 is revoked the metro will circulate regularly: http://bit.ly/1gabomQ.
8:44 AM - 5 Dec 2013,1386261857,@Giacomo_b83 will update the strike was lifted. The service of public transport in Milan will take place normally.
8:36 AM - 5 Dec 2013,1386261402,@Godsent072011 Yes I can confirm that tomorrow's strike was lifted. Surface and underground circulation will adjust in Milan.
8:34 AM - 5 Dec 2013,1386261255,Revoked in #Milano the strike of local public transport of 6/12. Regular #ATM services for the entire day: http://bit.ly/1gabomQ.
7:46 AM - 5 Dec 2013,1386258410,#tram9 #tram33: slowdowns (technical problem). #ATM #Milano
7:17 AM - 5 Dec 2013,1386256646,@Giacomo_b83 you can calculate your route on GiroMilano: http://bit.ly/GiroMilano. In view of the strike follow us for updates.
5:41 AM - 5 Dec 2013,1386250916,#tram14: slowdowns (irregular parked cars removed). #ATM #Milano
4:52 AM - 5 Dec 2013,1386247935,@annaalfieri2 agitation is required by 8.45 at 12.45: http://bit.ly/Ir0NFj. Join us tomorrow for updates on the movement.
4:42 AM - 5 Dec 2013,1386247325,@Pappy14Pappy local transport strike is confirmed. In Milan the agitation is scheduled between 8.45 and 12.45: http://bit.ly/Ir0NFj 
4:11 AM - 5 Dec 2013,1386245474,@MatteoRomanell3 Yes it was proclaimed a national strike of local public transport between 8.45 and 12.45: http://bit.ly/Ir0NFj.
3:51 AM - 5 Dec 2013,1386244260,#tram2 > Negrelli #tram4 > Cusani #tram12 > m. Velino #tram14 > Lorenteggio: deviate by Lanza at Broletto/Cusani (irregular parked cars).
2:59 AM - 5 Dec 2013,1386241196,@emeraldatdawn thank you. Your report has been submitted we will repair as soon as possible.
2:04 AM - 5 Dec 2013,1386237883,#tram5 > Nettle: resumes the regular route with no hiccups after deviation (uneven parked cars removed). #ATM #Milano
1:47 AM - 5 Dec 2013,1386236861,#tram5 > nettle: deviates from piazza Duca D'Aosta in viale Tunisia (irregular parked cars). Alternatively in #tram1 #bus60. #ATM
1:26 AM - 5 Dec 2013,1386235595,@mariarosamontre Morrow has been called the national strike of local public transport from 8.45 am to 12.45: http://bit.ly/Ir0NFj.
1:10 AM - 5 Dec 2013,1386234634,#bus43: slowdowns (public transportation Joy). #bus61: slowdowns (public transportation Cadorna). #ATM #Milano
11:54 PM - 4 Dec 2013,1386230065,@ArcangeloSofia sorry the line slowed for traffic.
11:50 PM - 4 Dec 2013,1386229821,#bus42 #bus50: slowdowns (heavy traffic). #ATM #Milano
11:39 PM - 4 Dec 2013,1386229199,#bus86: delays (traffic in via Adriano). #ATM #Milano
11:36 PM - 4 Dec 2013,1386228968,@Godsent072011 has been called a national strike for 4 hours from 8.45 am to 12.45. Find details on http://bit.ly/Ir0NFj.
10:39 PM - 4 Dec 2013,1386225578,#tram2 > Bausan #tram4 > #tram12 > #tram14 > main cemetery North Park Roseanne: slowdowns (technical problem). #ATM #Milano
10:06 PM - 4 Dec 2013,1386223569,@elilavello you in Milan the agitation about the bands 8.45-12.45: http://bit.ly/Ir0NFj. Write us to get info in real time.
10:04 PM - 4 Dec 2013,1386223483,@jobbe85 the national strike is planned for Friday between 8.45 am to 12.45: http://bit.ly/Ir0NFj. Tweeting updates Friday.
10:00 PM - 4 Dec 2013,1386223225,Good morning from #ATM informs. Follow us till 20 to have real-time information on the movement of public transport.
11:04 AM - 4 Dec 2013,1386183851,See you tomorrow. Find here updated info on tickets and services #ATM to reach @artigiano_fiera Rho http://bit.ly/1ewfeCT.
10:43 AM - 4 Dec 2013,1386182631,@riccardo_volta with ATM cards can travel on urban routes of the keeper. Here's the info to get to the exhibition http://bit.ly/1ewfeCT 
10:00 AM - 4 Dec 2013,1386180046,@CryF_Miley88 you can take the #tram19 > Roseanne from corso Colombo/piazzale Cantore to corso Sempione/via Canova.
8:26 AM - 4 Dec 2013,1386174390,From this evening (20 hours) to 8/12: #busNM2 #busN6 change the path (fair of the Oh Bej Oh Bej) http://bit.ly/1eS8v79. #ATM #Milano
7:01 AM - 4 Dec 2013,1386169261,@sweetme30679 Hi there will be a national strike of local public transport. Here you will find all the info: http://bit.ly/Ir0NFj 
6:50 AM - 4 Dec 2013,1386168653,#Inter-#Trapani: here is the #ATM service planned for tonight's game at San Siro http://bit.ly/18XPG1k. #TIMCup #Milano
6:42 AM - 4 Dec 2013,1386168156,@ 140Flames Hi you can confirm that the escalator is in operation.
6:18 AM - 4 Dec 2013,1386166738,#bus95: resumes the regular route with no hiccups after deviation (uneven parked cars removed). #ATM #Milano
6:11 AM - 4 Dec 2013,1386166311,@GPizzileo you can read the details of the service under #ATM to reach Rho at the trade show here: http://bit.ly/1ewfeCT 
6:11 AM - 4 Dec 2013,1386166266,#bus95 > lot: deviates from via Arethusa/Rembrandt in via Civitali (irregular parked cars). #ATM #Milano
6:01 AM - 4 Dec 2013,1386165687,@GPizzileo if you have a subscription you can load your card on urban holdings from 1 Area are the details here: http://bit.ly/AbbonamentiUrbani ...
5:42 AM - 4 Dec 2013,1386164522,#tram15 #tram23: resume regular route with no hiccups after diversion. #ATM #Milano
5:34 AM - 4 Dec 2013,1386164090,#tram15 > Fontana: ends in Missori; #tram23 > Fontana: ends in v. Larga (passenger rescue). Alternatively #tram12 #tram27
5:03 AM - 4 Dec 2013,1386162224,6/12: national #sciopero of local public transport. In #Milano inconvenience possible by 8.45 am to 12.45: http://bit.ly/Ir0NFj. #ATM
4:49 AM - 4 Dec 2013,1386161363,#tram5: connecting bus between Zadar/brands and Lunigiana/Copernicus (irregular parked cars). #ATM #Milano
2:54 AM - 4 Dec 2013,1386154458,#tram5: resumes the regular route with no hiccups after turning for a collision between private vehicles. #ATM #Milano
2:46 AM - 4 Dec 2013,1386153978,#tram5 > nettle: deviates from via Filzi/Galvani in viale Tunisia/Lazzaretto (irregular parked cars). #ATM #Milano
2:18 AM - 4 Dec 2013,1386152301,@OrcaAndina on 6/12 qualify as national strike of local public transport from 8.45 am to 12.45. Follow us for updates.
2:16 AM - 4 Dec 2013,1386152215,#tram5 > nettle: ends in piazza Ascoli (collision between private vehicles). Connecting bus into the journey not flown. #ATM #Milano
1:16 AM - 4 Dec 2013,1386148597,#tram5 #tram33: resume regular route with no hiccups after deviation (technical problem solved). #ATM #Milano
1:12 AM - 4 Dec 2013,1386148376,#tram33 > ends in Centrale FS (technical problem). Connecting bus up to Aulla. #ATM #Milano
1:11 AM - 4 Dec 2013,1386148302,#tram5 > North Park: ends in Centrale FS; #tram5 > nettle: ends in Zara/brands (technical problem). The bus is not covered.
1:09 AM - 4 Dec 2013,1386148142,@Je_ss Yes I can confirm that you can use it. You can find more info to reach Rho at this link: http://bit.ly/1ewfeCT.
12:15 AM - 4 Dec 2013,1386144931,#tram14: delays (traffic). #ATM #Milano
10:41 PM - 3 Dec 2013,1386139279,@NadiaCarta has been called a national strike of local public transport to Friday from 8.45 am to 12.45: http://bit.ly/Ir0NFj.
10:06 PM - 3 Dec 2013,1386137192,Happy Wednesday from @atm_informa. Tweeting updates on mobility in #Milano up to 20. Follow us and be informed. #ATM
11:01 AM - 3 Dec 2013,1386097270,Good bye. Tonight the #tram9 change the path from 22 to end service to work in p.za V Giornate: http://bit.ly/1cWxRi0. #ATM
8:54 AM - 3 Dec 2013,1386089651,@ireire83 the national strike on Friday will involve local public transport from 8.45 am to 12.45: http://bit.ly/Ir0NFj.
8:33 AM - 3 Dec 2013,1386088393,#Inter-#Trapani: here is the #ATM service scheduled for tomorrow night's game at San Siro http://bit.ly/18XPG1k. #TIMCup #Milano
7:55 AM - 3 Dec 2013,1386086157,#tram1 #tram19: resume regular route with no hiccups after deviation (uneven parked cars removed). #ATM #Milano
7:44 AM - 3 Dec 2013,1386085492,#tram1 > Castles #tram19 > Roseanne: deviate from Procaccini/Sempione in Florence p.za (irregular parked cars). The bus is stopped.
6:37 AM - 3 Dec 2013,1386081472,#tram7: slowdowns (irregular parked cars removed). #ATM #Milano
5:20 AM - 3 Dec 2013,1386076856,@ThinkChucky thank you for reporting the Department is informed and are already planning for maintenance.
3:02 AM - 3 Dec 2013,1386068520,@aldopalaoro you can use alternative forms of payment such as parking meters or service SostaMilanoSMS: http://bit.ly/1bc4SrT.
1:38 AM - 3 Dec 2013,1386063481,#tram19: slowdowns (collision between private vehicles). #ATM #Milano
1:01 AM - 3 Dec 2013,1386061297,@aschi81 the national strike of local public transport has been checked: http://bit.ly/Ir0NFj. Follow us we will Tweet from 7 to 20
12:46 AM - 3 Dec 2013,1386060405,#tram7: slowdowns (public transportation Procaccini). #ATM #Milano
12:08 AM - 3 Dec 2013,1386058112,#bus86: delays (busy traffic in via Breda). #ATM #Milano
12:01 AM - 3 Dec 2013,1386057715,@go3mon84 has been called a national strike of local public transport. Tweeting from 8 to 20 to keep you updated.
11:23 PM - 2 Dec 2013,1386055436,#tram14 > main cemetery; #tram2 > Bausan: resume regular route with no hiccups after diversion. #ATM #Milano
10:58 PM - 2 Dec 2013,1386053931,#tram14 > main cemetery: deviates from viale Coni Zugna in via Orefici (accident). Bus between porta Genova and Partisan Resistance square. #ATM
10:00 PM - 2 Dec 2013,1386050407,Good morning from #ATM informs. Up to 20 tweeting updates on mobility in #Milano.
11:01 AM - 2 Dec 2013,1386010898,See you tomorrow. Follow us from 7 to get real-time information on traffic #ATM.
9:37 AM - 2 Dec 2013,1386005849,#bus47 > piazzale Cantore: deviates from via Lodovico il Moro/via della Ferrera via Pepere (collision between private vehicles). #ATM #Milano
9:04 AM - 2 Dec 2013,1386003862,@supermomshiela are a few minutes late for a car for a technical glitch the circulation on the line is normal.
